case_number,case_type,case_status,district,main_address,parcel,assigned_to,"Opened
Date","Closed
Date"
TRSH-001314-2017,Trash/Debris,"Voluntary
Compliance","Council District
3","6540 Long Acres Dr,
Sandy Springs, GA 30328",17 012500030118,Shane Peeples,08/16/2017,12/19/2017
TRSH-001322-2020,Trash/Debris,Unfounded,"Council District
3","480 River Valley Rd, Sandy
Springs, GA 30328",17 013100030060,"Gregory
Copeland",06/15/2020,06/17/2020
TRSH-001331-2017,Trash/Debris,Closed,"Council District
3","6310 Ferry Dr, Sandy
Springs, GA 30328",17 008900100279,Shane Peeples,08/18/2017,12/19/2017
TRSH-001353-2017,Trash/Debris,Closed,"Council District
3","465 Riverhill Dr, Sandy
Springs, GA 30328",17 012400020375,Shane Peeples,08/23/2017,08/24/2017
TRSH-001357-2017,Trash/Debris,"Voluntary
Compliance","Council District
3","6531 Long Acres Dr,
Sandy Springs, GA 30328",17 012500030233,Shane Peeples,08/23/2017,08/24/2017
TRSH-001361-2017,Trash/Debris,Closed,"Council District
3","6552 Long Acres Dr,
Sandy Springs, GA 30328",17 012500030100,Shane Peeples,08/24/2017,08/24/2017
TRSH-001373-2017,Trash/Debris,Closed,"Council District
3","1275 Heards Ferry Rd,
Sandy Springs, GA 30328",17 0206  LL0528,Shane Peeples,08/28/2017,08/29/2017
TRSH-001400-2017,Trash/Debris,Unfounded,"Council District
3","290 Brook Dr, Sandy
Springs, GA 30328",17 008700030189,Shane Peeples,09/01/2017,09/07/2017
TRSH-001407-2017,Trash/Debris,Closed,"Council District
3","525 Clipper Trl, Sandy
Springs, GA 30328",17 013000020179,Shane Peeples,09/06/2017,10/11/2017
TRSH-001408-2017,Trash/Debris,Closed,"Council District
3","6595 Scott Valley Rd,
Sandy Springs, GA 30328",17 012500020168,Paula Allen,09/08/2017,10/25/2017
TRSH-001422-2017,Trash/Debris,Closed,"Council District
3","6220 Aberdeen Dr, Sandy
Springs, GA 30328",17 003600010258,Shane Peeples,09/11/2017,12/19/2017
TRSH-001447-2019,Trash/Debris,Unfounded,"Council District
3","45 Johnson Ferry Rd NW,
Sandy Springs, GA 30328",17 012500010516,"Gregory
Copeland",08/08/2019,08/28/2019
TRSH-001453-2017,Trash/Debris,Closed,"Council District
3","7000 Brandon Mill Rd,
Sandy Springs, GA 30328",17 012700010282,Shane Peeples,09/19/2017,09/22/2017
TRSH-001467-2019,Trash/Debris,Closed,"Council District
3","6125 Riverside Dr, Sandy
Springs, GA 30328",17 0132  LL0071,"Gregory
Copeland",08/13/2019,08/23/2019
TRSH-001483-2017,Trash/Debris,Unfounded,"Council District
3","314 River Valley Rd, Sandy
Springs, GA 30328",17 012500080584,Shane Peeples,09/26/2017,09/27/2017
TRSH-001500-2017,Trash/Debris,Unfounded,"Council District
3","160 Grosvenor Pl, Sandy
Springs, GA 30328",17 012300050076,Shane Peeples,09/29/2017,10/03/2017
TRSH-001511-2017,Trash/Debris,"Voluntary
Compliance","Council District
3","7000 Roswell Rd, Sandy
Springs, GA 30328",17 0074  LL0550,Shane Peeples,10/04/2017,10/12/2017
TRSH-001520-2017,Trash/Debris,"Voluntary
Compliance","Council District
3","160 Grosvenor Pl, Sandy
Springs, GA 30328",17 012300050076,Shane Peeples,10/06/2017,11/02/2017
TRSH-001531-2017,Trash/Debris,Unfounded,"Council District
3","5 Long Island Pl, Sandy
Springs, GA 30328",17 012500040216,Shane Peeples,10/11/2017,10/12/2017
TRSH-001536-2017,Trash/Debris,Closed,"Council District
3","6610 Burdett Dr, Sandy
Springs, GA 30328",17 012500080402,Shane Peeples,10/13/2017,11/17/2017
TRSH-001544-2017,Trash/Debris,Active,"Council District
3","1285 Heards Ferry Rd,
Sandy Springs, GA 30328",17 0206  LL0445,"Gregory
Copeland",10/16/2017,11/22/2017
TRSH-001569-2017,Trash/Debris,Closed,"Council District
3","6332 Roswell Rd, Sandy
Springs, GA 30328",17 008800010685,Michael Franklin,10/23/2017,10/23/2017
TRSH-001571-2020,Trash/Debris,Closed,"Council District
3","333 Sandy Springs Cir,
Sandy Springs, GA 30328",17 008900020469,"Gregory
Copeland",07/01/2020,07/01/2020
TRSH-001610-2017,Trash/Debris,Closed,"Council District
3","31 Long Island Pl, Sandy
Springs, GA 30328",17 012500040182,Shane Peeples,10/31/2017,12/19/2017
TRSH-001632-2019,Trash/Debris,Closed,"Council District
3","6420 Roswell Rd, Sandy
Springs, GA 30328",17 008800010545,Jennifer Lee,09/09/2019,02/27/2020
TRSH-001639-2017,Trash/Debris,Unfounded,"Council District
3","39 Johnson Ferry Rd,
Sandy Springs, GA 30328",17 008900100014,Shane Peeples,11/08/2017,11/14/2017
TRSH-001662-2017,Trash/Debris,Closed,"Council District
3","1101 Pitts Drive,",NA,Kenneth Brown,11/20/2017,11/28/2017
TRSH-001734-2019,Trash/Debris,Unfounded,Council District 3,"6280 Peachtree Dunwoody Rd, Sandy Springs, GA
30328",17 0018  LL0401,Gregory Copeland,10/08/2019,10/08/2019
TRSH-001749-2017,Trash/Debris,Closed,Council District 3,"280 Mill Rd, Sandy Springs, GA 30328",17 012600050438,Shane Peeples,12/22/2017,01/25/2018
TRSH-001755-2017,Trash/Debris,Active,Council District 3,"600 Harbor Dr, Sandy Springs, GA 30328",17 0130  LL0446,Yvonne Shaw,12/26/2017,NA
TRSH-001790-2018,Trash/Debris,Closed,Council District 3,"282 Underwood Dr, Sandy Springs, GA 30328",17 012500060123,Shane Peeples,01/10/2018,01/10/2018
TRSH-001795-2018,Trash/Debris,Unfounded,Council District 3,"50 Mill Rd, Sandy Springs, GA 30328",17 012700010258,Shane Peeples,01/12/2018,01/16/2018
TRSH-001827-2018,Trash/Debris,Voluntary Compliance,Council District 3,"275 Cameron Ridge Dr, Sandy Springs, GA 30328",17 020600110243,Shane Peeples,01/24/2018,01/29/2018
TRSH-001828-2018,Trash/Debris,Unfounded,Council District 3,"260 Cameron Ridge Dr, Sandy Springs, GA 30328",17 020600110052,Shane Peeples,01/24/2018,01/25/2018
TRSH-001860-2019,Trash/Debris,Closed,Council District 3,"6105 Blue Stone Rd, Sandy Springs, GA 30328",17 00890008C01,Gregory Copeland,11/06/2019,11/07/2019
TRSH-001863-2018,Trash/Debris,Closed,Council District 3,"6490 Scott Valley Rd, Sandy Springs, GA 30328",17 012500090278,Kenneth Brown,01/31/2018,02/12/2018
TRSH-001875-2018,Trash/Debris,Closed,Council District 3,"295 Amberidge Trl, Sandy Springs, GA 30328",17 012500080014,Gregory Copeland,01/31/2018,01/02/2019
TRSH-001884-2018,Trash/Debris,Closed,Council District 3,"227 Sandy Springs Pl, Sandy Springs, GA 30328",17 008900081107,Paula Allen,02/01/2018,01/25/2019
TRSH-001886-2020,Trash/Debris,Closed,Council District 3,"6050 Roswell Rd, Sandy Springs, GA 30328",17 008900081123,Gregory Copeland,07/21/2020,07/21/2020
TRSH-001913-2018,Trash/Debris,Voluntary Compliance,Council District 3,"92 Allen Rd, Sandy Springs, GA 30328",17 009000010319,Shane Peeples,02/06/2018,02/14/2018
TRSH-001955-2018,Trash/Debris,Voluntary Compliance,Council District 3,"504 Hammond Dr, Sandy Springs, GA 30328",17 007100030146,Shane Peeples,02/12/2018,03/13/2018
TRSH-001958-2018,Trash/Debris,Voluntary Compliance,Council District 3,"10 Bonnie Ln, Sandy Springs, GA 30328",17 008900100568,Shane Peeples,02/13/2018,02/22/2018
TRSH-001992-2018,Trash/Debris,Unfounded,Council District 3,"86 Mount Vernon Hwy, Sandy Springs, GA 30328",17 0089  LL0975,Shane Peeples,02/20/2018,05/24/2018
TRSH-001994-2019,Trash/Debris,Closed,Council District 3,"5825 Sandy Springs Cir, Sandy Springs, GA 30328",17 009000010418,Gregory Copeland,12/09/2019,12/12/2019
TRSH-002007-2018,Trash/Debris,"Voluntary
Compliance","Council District
3","300 Amberidge Trl, Sandy
Springs, GA 30328",17 013100010104,Shane Peeples,02/23/2018,03/13/2018
TRSH-002022-2020,Trash/Debris,Closed,"Council District
3","7075 Riverside Dr, Sandy
Springs, GA 30328",NA,"Gregory
Copeland",07/28/2020,08/09/2021
TRSH-002024-2020,Trash/Debris,Unfounded,"Council District
3","227 Sandy Springs Pl,
Sandy Springs, GA 30328",17 008900081933,"Gregory
Copeland",07/29/2020,08/05/2020
TRSH-002035-2018,Trash/Debris,Closed,"Council District
3","6701 Castleton Dr, Sandy
Springs, GA 30328",17 012600010333,"Gregory
Copeland",03/01/2018,03/05/2018
TRSH-002041-2019,Trash/Debris,"Voluntary
Compliance","Council District
3","6160 Roswell Rd, Sandy
Springs, GA 30328",17 008900060341,Jennifer Lee,12/17/2019,02/27/2020
TRSH-002055-2019,Trash/Debris,Closed,"Council District
3","6415 Colebridge Rd, Sandy
Springs, GA 30328",17 012500070361,"Gregory
Copeland",12/19/2019,12/29/2019
TRSH-002065-2020,Trash/Debris,Closed,"Council District
3","915 Crestline Pkwy, Sandy
Springs, GA 30328",17 0019  LL1432,"Gregory
Copeland",08/05/2020,08/06/2020
TRSH-002084-2019,Trash/Debris,"Voluntary
Compliance","Council District
3","7300 Roswell Rd, Sandy
Springs, GA 30328",17 0032  LL0528,Jennifer Lee,12/30/2019,01/15/2020
TRSH-002096-2020,Trash/Debris,Closed,"Council District
3","802 Garden Ct, Sandy
Springs, GA 30328",17 001800060552,"Gregory
Copeland",08/12/2020,08/14/2020
TRSH-002125-2018,Trash/Debris,Closed,"Council District
3","0 Sunny Brook Dr,",17 008700010363,"Gregory
Copeland",03/26/2018,04/09/2018
TRSH-002160-2020,Trash/Debris,Closed,"Council District
3","180 N Springs Ct, Sandy
Springs, GA 30328",17 012600050172,"Gregory
Copeland",08/24/2020,08/09/2021
TRSH-002211-2018,Trash/Debris,Unfounded,"Council District
3","845 Edgewater Trl, Sandy
Springs, GA 30328",17 016800030207,"Gregory
Copeland",04/04/2018,04/05/2018
TRSH-002229-2018,Trash/Debris,Closed,"Council District
3","485 River Valley Rd, Sandy
Springs, GA 30328",17 013100040069,"Gregory
Copeland",04/06/2018,04/09/2018
TRSH-002236-2018,Trash/Debris,Closed,"Council District
3","7055 Riverside Dr, Sandy
Springs, GA 30328",17 012700050155,"Gregory
Copeland",04/09/2018,10/07/2018
TRSH-002237-2020,Trash/Debris,Closed,"Council District
3","490 Mossy Vale Way,
Sandy Springs, GA 30328",17 013100020541,"Gregory
Copeland",08/31/2020,08/09/2021
TRSH-002244-2018,Trash/Debris,"Voluntary
Compliance","Council District
3","7600 Roswell Rd, Sandy
Springs, GA 30350",NA,Shane Peeples,04/10/2018,04/17/2018
TRSH-002289-2018,Trash/Debris,Closed,"Council District
3","40 Bonnie Ln, Sandy
Springs, GA 30328",17 012400010517,Kenneth Brown,04/16/2018,04/18/2018
TRSH-002377-2020,Trash/Debris,Closed,"Council District
3","7100 Roswell Rd, Sandy
Springs, GA 30328",17 0074  LL0196,"Gregory
Copeland",09/09/2020,09/11/2020
TRSH-002433-2018,Trash/Debris,Unfounded,"Council District
3","80 Bonnie Ln, Sandy
Springs, GA 30328",17 012400010558,"Gregory
Copeland",05/09/2018,05/09/2018
TRSH-002437-2018,Trash/Debris,Closed,"Council District
3","80 River Court Pkwy,
Sandy Springs, GA 30328",17 012700020273,"Gregory
Copeland",05/09/2018,05/14/2018
TRSH-002448-2018,Trash/Debris,Unfounded,"Council District
3","535 Cutwater Trl, Sandy
Springs, GA 30328",17 012600060437,"Gregory
Copeland",05/10/2018,05/31/2018
TRSH-002475-2018,Trash/Debris,Unfounded,"Council District
3","591 Coldstream Ct, Sandy
Springs, GA 30328",17 0133  LL1003,"Gregory
Copeland",05/15/2018,05/16/2018
TRSH-002477-2018,Trash/Debris,Closed,Council District 3,"6115 Peachtree Dunwoody Rd, Sandy Springs, GA
30328",17 0018  LL0716,Gregory Copeland,05/15/2018,05/21/2018
TRSH-002547-2020,Trash/Debris,Unfounded,Council District 3,"0 Windsor Cv, Sandy Springs, GA 30328",17 012500010870,Gregory Copeland,10/05/2020,10/05/2020
TRSH-002569-2018,Trash/Debris,Voluntary Compliance,Council District 3,"6690 Roswell Rd STE, Sandy Springs, GA 30328",NA,Shane Peeples,05/30/2018,06/06/2018
TRSH-002684-2018,Trash/Debris,Voluntary Compliance,Council District 3,"6320 Roswell Rd, Sandy Springs, GA 30328",NA,Shane Peeples,06/13/2018,06/20/2018
TRSH-002688-2018,Trash/Debris,Closed,Council District 3,"470 Morgan Falls Rd, Sandy Springs, GA 30350",NA,Paula Allen,06/14/2018,01/28/2019
TRSH-002723-2018,Trash/Debris,Unfounded,Council District 3,"6150 Ferry Dr, Sandy Springs, GA 30328",17 008900100089,Gregory Copeland,06/18/2018,06/19/2018
TRSH-002787-2018,Trash/Debris,New Complaint,Council District 3,NA,NA,Shane Peeples,06/25/2018,NA
TRSH-002789-2018,Trash/Debris,Closed,Council District 3,"1100 Hammond Dr STE 600, Sandy Springs, GA 30328",17 0018  LL0971,Gregory Copeland,06/25/2018,06/29/2018
TRSH-002820-2018,Trash/Debris,Voluntary Compliance,Council District 3,"7300 Roswell Rd, Sandy Springs, GA 30328",17 0032  LL0528,Yvonne Shaw,06/29/2018,07/13/2018
TRSH-002874-2018,Trash/Debris,Closed,Council District 3,"7275 Duncourtney Dr, Sandy Springs, GA 30328",17 008500010050,Gregory Copeland,07/11/2018,07/12/2018
TRSH-002879-2018,Trash/Debris,Abated Case,Council District 3,"6690 Roswell Rd, Sandy Springs, GA 30328",17 008700010512,Yvonne Shaw,07/09/2018,07/09/2018
TRSH-002889-2018,Trash/Debris,New Complaint,Council District 3,"7312 Roswell Rd STE B, Sandy Springs, GA 30328",17 0032  LL0528,Shane Peeples,07/16/2018,NA
TRSH-002902-2018,Trash/Debris,Voluntary Compliance,Council District 3,"7300 Roswell Rd, Sandy Springs, GA 30328",NA,Shane Peeples,07/17/2018,07/20/2018
TRSH-002922-2018,Trash/Debris,Closed,Council District 3,"223 Hilderbrand Dr, Sandy Springs, GA 30328",17 008900080208,Gregory Copeland,07/19/2018,08/15/2018
TRSH-002923-2018,Trash/Debris,Closed,Council District 3,"234 Hilderbrand Dr, Sandy Springs, GA 30328",17 008900060267,Gregory Copeland,07/19/2018,08/15/2018
TRSH-002923-2020,Trash/Debris,Closed,Council District 3,"171 River Court Pkwy, Sandy Springs, GA 30328",17 012700080046,Gregory Copeland,11/12/2020,12/01/2020
TRSH-002928-2020,Trash/Debris,Closed,Council District 3,"6525 Old Riverside Dr, Sandy Springs, GA 30328",17 0168  LL0243,Gregory Copeland,11/12/2020,12/01/2020
TRSH-002929-2018,Trash/Debris,Closed,Council District 3,"940 Edgewater Ct, Sandy Springs, GA 30328",17 017100020062,Gregory Copeland,07/19/2018,11/03/2018
TRSH-002945-2020,Trash/Debris,Closed,Council District 3,"6358 Roswell Rd, Sandy Springs, GA 30328",17 008800010438,Gregory Copeland,11/16/2020,12/03/2020
TRSH-002954-2018,Trash/Debris,Closed,Council District 3,"585 Cliftwood Ct, Sandy Springs, GA 30328",17 009000040555,Gregory Copeland,07/23/2018,08/15/2018
TRSH-002966-2018,Trash/Debris,Closed,Council District 3,"115 Mill Rd, Sandy Springs, GA 30328",17 012700060014,Gregory Copeland,07/25/2018,10/07/2018
TRSH-003006-2018,Trash/Debris,Closed,Council District 3,"6840 Sunny Brook Ln, Sandy Springs, GA 30328",17 008700030072,Gregory Copeland,08/02/2018,08/15/2018
TRSH-003008-2018,Trash/Debris,Closed,"Council District
3","533 Lorell Ter, Sandy
Springs, GA 30328",17 007100030435,"Gregory
Copeland",08/02/2018,08/07/2018
TRSH-003040-2018,Trash/Debris,"Voluntary
Compliance","Council District
3","6690 Roswell Rd STE,
Sandy Springs, GA 30328",NA,Shane Peeples,08/08/2018,08/15/2018
TRSH-003120-2018,Trash/Debris,Closed,"Council District
3","6530 Wright Cir, Sandy
Springs, GA 30328",17 008800040377,"Gregory
Copeland",08/23/2018,09/05/2018
TRSH-003145-2020,Trash/Debris,Closed,"Council District
3","40 Long Island Pl, Sandy
Springs, GA 30328",17 012500040331,"Gregory
Copeland",11/23/2020,12/01/2020
TRSH-003176-2018,Trash/Debris,Closed,Council District 3,"6105 Blue Stone Rd UNIT 101, Sandy Springs, GA
30328",17 00890008C01,Gregory Copeland,08/31/2018,11/03/2018
TRSH-003218-2018,Trash/Debris,Closed,Council District 3,"185 Underwood Dr, Sandy Springs, GA 30328",17 012500050074,Gregory Copeland,09/08/2018,10/07/2018
TRSH-003272-2018,Trash/Debris,Closed,Council District 3,"104 Summer Dr, Sandy Springs, GA 30328",17 0018  LL0997,Gregory Copeland,09/20/2018,09/24/2018
TRSH-003277-2018,Trash/Debris,Closed,Council District 3,"335 Spalding Dr, Sandy Springs, GA 30328",17 007400020052,Gregory Copeland,09/24/2018,10/01/2018
TRSH-003292-2018,Trash/Debris,Closed,Council District 3,"80 River Court Pkwy, Sandy Springs, GA 30328",17 012700020273,Shane Peeples,09/26/2018,10/10/2018
TRSH-003304-2018,Trash/Debris,Unfounded,Council District 3,"7000 Roswell Rd, Sandy Springs, GA 30328",17 0074  LL0550,Gregory Copeland,09/28/2018,10/01/2018
TRSH-003305-2018,Trash/Debris,Closed,Council District 3,"7203 Riverside Dr, Sandy Springs, GA 30328",17 012700020414,Gregory Copeland,09/28/2018,11/03/2018
TRSH-003330-2018,Trash/Debris,Closed,Council District 3,"164 Cromwell Rd, Sandy Springs, GA 30328",17 008800010321,Gregory Copeland,10/03/2018,01/22/2019
TRSH-003350-2020,Trash/Debris,Closed,Council District 3,"135 Johnson Ferry Rd NE, Sandy Springs, GA 30328",17 0089  LL0983,Gregory Copeland,11/30/2020,05/12/2021
TRSH-003399-2018,Trash/Debris,Closed,Council District 3,"6575 Bridgewood Valley Rd, Sandy Springs, GA 30328",17 012500080220,Gregory Copeland,10/17/2018,11/03/2018
TRSH-003416-2018,Trash/Debris,Closed,"Council District
3","395 River Valley Rd, Sandy
Springs, GA 30328",17 013100010427,"Gregory
Copeland",10/23/2018,10/30/2018
TRSH-003482-2020,Trash/Debris,Unfounded,"Council District
3",NA,NA,"Gregory
Copeland",12/14/2020,12/14/2020
TRSH-003490-2018,Trash/Debris,Closed,"Council District
3","40 Bonnie Ln, Sandy
Springs, GA 30328",17 012400010517,"Gregory
Copeland",11/13/2018,11/15/2018
TRSH-003500-2018,Trash/Debris,Unfounded,"Council District
3","260 Mark Trl, Sandy
Springs, GA 30328",17 008700080200,"Gregory
Copeland",11/19/2018,11/20/2018
TRSH-003508-2018,Trash/Debris,Closed,"Council District
3","80 River Court Pkwy,
Sandy Springs, GA 30328",17 012700020273,"Gregory
Copeland",11/19/2018,01/02/2019
TRSH-003509-2018,Trash/Debris,Unfounded,"Council District
3","6540 Scott Valley Rd,
Sandy Springs, GA 30328",17 012500090294,"Gregory
Copeland",11/19/2018,11/27/2018
TRSH-003574-2018,Trash/Debris,Unfounded,"Council District
3","7220 Dunhill Ter, Sandy
Springs, GA 30328",17 008500010746,"Gregory
Copeland",12/06/2018,12/10/2018
TRSH-003581-2018,Trash/Debris,Closed,"Council District
3","6445 River Chase Cir,
Sandy Springs, GA 30328",17 017200040200,"Gregory
Copeland",12/09/2018,12/19/2018
TRSH-003592-2021,Trash/Debris,Closed,"Council District
3","455 Stone Mill Trl, Sandy
Springs, GA 30328",17 008600060203,"Gregory
Copeland",01/07/2021,01/11/2021
TRSH-003606-2018,Trash/Debris,New Complaint,"Council District
3","0 Sunny Brook Ln,",17 008700010348,Shane Peeples,12/14/2018,NA
TRSH-003780-2021,Trash/Debris,Closed,"Council District
3","6940 Roswell Rd, Sandy
Springs, GA 30328",17 0074  LLC02,"Gregory
Copeland",02/04/2021,03/25/2021
TRSH-003796-2021,Trash/Debris,Closed,"Council District
3","539 Johnson Ferry Rd NE,
Sandy Springs, GA 30328",17 007100030088,"Gregory
Copeland",02/08/2021,06/16/2021
TRSH-003803-2021,Trash/Debris,Closed,"Council District
3","616 Lorell Ter, Sandy
Springs, GA 30328",17 007100060085,"Gregory
Copeland",02/09/2021,03/25/2021
TRSH-003853-2021,Trash/Debris,Unfounded,"Council District
3","7115 Duncourtney Dr,
Sandy Springs, GA 30328",17 007400010327,"Gregory
Copeland",02/17/2021,02/18/2021
TRSH-003981-2021,Trash/Debris,Closed,"Council District
3","338 Hilderbrand Dr, Sandy
Springs, GA 30328",17 007100010114,"Gregory
Copeland",03/19/2021,06/16/2021
TRSH-004016-2021,Trash/Debris,Closed,"Council District
3","33 Brandon Ridge Dr,
Sandy Springs, GA 30328",17 008700050229,"Gregory
Copeland",03/25/2021,03/30/2021
TRSH-004100-2021,Trash/Debris,Closed,"Council District
3","6085 Black Water Trl,
Sandy Springs, GA 30328",17 013000050341,"Gregory
Copeland",04/12/2021,05/10/2021
TRSH-004139-2021,Trash/Debris,Closed,"Council District
3","7210 Selkirk Dr, Sandy
Springs, GA 30328",17 007500020523,"Gregory
Copeland",04/19/2021,05/10/2021
TRSH-004148-2021,Trash/Debris,Closed,"Council District
3","525 Clipper Trl, Sandy
Springs, GA 30328",17 013000020179,"Gregory
Copeland",04/21/2021,05/10/2021
TRSH-004205-2021,Trash/Debris,Closed,"Council District
3","1085 Edgewater Dr, Sandy
Springs, GA 30328",17 017200010435,"Gregory
Copeland",05/03/2021,05/12/2021
TRSH-004266-2021,Trash/Debris,Closed,"Council District
3","965 Edgewater Dr, Sandy
Springs, GA 30328",17 017100020252,"Gregory
Copeland",05/13/2021,05/25/2021
TRSH-004277-2021,Trash/Debris,Closed,"Council District
3","5980 Riverwood Dr, Sandy
Springs, GA 30328",17 013200020466,"Gregory
Copeland",05/17/2021,06/04/2021
TRSH-004301-2021,Trash/Debris,Closed,"Council District
3","35 Bonnie Ln, Sandy
Springs, GA 30328",17 012400010467,"Gregory
Copeland",05/20/2021,06/01/2021
TRSH-004304-2021,Trash/Debris,Closed,"Council District
3","6305 Long Island Ct, Sandy
Springs, GA 30328",17 012400010442,"Gregory
Copeland",05/20/2021,05/25/2021
TRSH-004351-2021,Trash/Debris,Unfounded,"Council District
3","125 Dalrymple Rd, Sandy
Springs, GA 30328",17 0085  LL0300,"Gregory
Copeland",05/28/2021,06/02/2021
TRSH-004407-2021,Trash/Debris,Closed,"Council District
3","815 Glenairy Dr, Sandy
Springs, GA 30328",17 003600030181,"Gregory
Copeland",06/08/2021,11/29/2021
TRSH-004517-2021,Trash/Debris,Unfounded,"Council District
3","6125 Roswell Rd, Sandy
Springs, GA 30328",17 008900090470,"Gregory
Copeland",07/02/2021,07/05/2021
TRSH-004523-2021,Trash/Debris,Closed,"Council District
3","230 Brook Dr, Sandy
Springs, GA 30328",17 008700030023,"Gregory
Copeland",07/06/2021,07/08/2021
TRSH-004530-2021,Trash/Debris,Closed,"Council District
3","7100 Roswell Rd, Sandy
Springs, GA 30328",17 0074  LL0196,"Gregory
Copeland",07/08/2021,07/18/2021
TRSH-004550-2021,Trash/Debris,Closed,"Council District
3","337 Hilderbrand,",17 007100020048,"Gregory
Copeland",07/13/2021,07/16/2021
TRSH-004584-2021,Trash/Debris,Closed,"Council District
3","6685 Wright Rd, Sandy
Springs, GA 30328",17 008700040238,"Gregory
Copeland",07/16/2021,07/22/2021
TRSH-004591-2021,Trash/Debris,Closed,Council District 3,"425 Stone Mill Trl, Sandy Springs, GA 30328",17 008600060179,Gregory Copeland,07/16/2021,07/20/2021
TRSH-004600-2021,Trash/Debris,Closed,"Council District
3","6699 Ridge Mill Ln, Sandy
Springs, GA 30328",17 008700050427,"Gregory
Copeland",07/19/2021,07/22/2021
TRSH-004604-2021,Trash/Debris,Closed,"Council District
3","55 River Court Pkwy,
Sandy Springs, GA 30328",17 012700020489,"Gregory
Copeland",07/19/2021,07/22/2021
TRSH-004606-2021,Trash/Debris,Closed,"Council District
3","400 Hilderbrand Dr, Sandy
Springs, GA 30328",17 007100010254,"Gregory
Copeland",07/20/2021,07/20/2021
TRSH-004612-2021,Trash/Debris,Closed,"Council District
3","7115 Brandon Mill Rd,
Sandy Springs, GA 30328",17 008600020025,"Gregory
Copeland",07/20/2021,07/26/2021
TRSH-004636-2021,Trash/Debris,Closed,"Council District
3","6059 Harleston Rd, Sandy
Springs, GA 30328",17 007100020436,"Gregory
Copeland",07/26/2021,08/11/2021
TRSH-004644-2021,Trash/Debris,Closed,"Council District
3","485 Riverside Pkwy, Sandy
Springs, GA 30328",17 013200010079,"Gregory
Copeland",07/26/2021,07/26/2021
TRSH-004673-2021,Trash/Debris,Unfounded,"Council District
3","6757 Riverside Dr, Sandy
Springs, GA 30328",17 013000020021,Jennifer Lee,07/29/2021,08/06/2021
TRSH-004709-2021,Trash/Debris,Closed,"Council District
3","89 Long Island Pl, Sandy
Springs, GA 30328",17 012500040083,"Gregory
Copeland",08/03/2021,08/11/2021
TRSH-004736-2021,Trash/Debris,Closed,"Council District
3","955 Manchester Pl, Sandy
Springs, GA 30328",17 012300040143,"Gregory
Copeland",08/10/2021,08/10/2021
TRSH-004773-2021,Trash/Debris,Closed,"Council District
3","365 Glencourtney Dr,
Sandy Springs, GA 30328",17 007500020564,"Gregory
Copeland",08/17/2021,08/18/2021
TRSH-004867-2021,Trash/Debris,Unfounded,"Council District
3","45 Johnson Ferry Rd NW,
Sandy Springs, GA 30328",17 012500010516,"Gregory
Copeland",09/09/2021,09/20/2021
TRSH-004906-2021,Trash/Debris,Unfounded,Council District 3,"6355 Peachtree Dunwoody Pl, Sandy Springs, GA
30328",NA,Gregory Copeland,09/15/2021,09/15/2021
TRSH-004912-2021,Trash/Debris,Closed,Council District 3,"655 Edgewater Trl, Sandy Springs, GA 30328",17 016700010192,Gregory Copeland,09/16/2021,09/20/2021
TRSH-005004-2021,Trash/Debris,Closed,Council District 3,"950 Edgewater Dr,",NA,Gregory Copeland,10/07/2021,10/26/2021
TRSH-005089-2021,Trash/Debris,Unfounded,Council District 3,"484 Riverside Pkwy,
Atlanta, GA 30328",NA,Gregory Copeland,10/28/2021,10/28/2021
TRSH-005091-2021,Trash/Debris,Closed,Council District 3,"6490 Bridgewood Valley Rd, Sandy Springs, GA 30328",17 012500070056,Gregory Copeland,10/28/2021,11/01/2021
TRSH-005101-2021,Trash/Debris,Closed,"Council District
3","144 Allen Rd, Sandy
Springs, GA 30328",17 009000010301,"Gregory
Copeland",11/01/2021,11/09/2021
TRSH-005147-2021,Trash/Debris,Closed,"Council District
3",NA,NA,"Gregory
Copeland",11/12/2021,11/17/2021
TRSH-005148-2021,Trash/Debris,Closed,"Council District
3","6225 River Shore Pkwy,
Sandy Springs, GA 30328",17 013200040134,"Gregory
Copeland",11/12/2021,11/23/2021
TRSH-005219-2021,Trash/Debris,Closed,"Council District
3","350 Thornwood Dr, Sandy
Springs, GA 30328",17 007400010384,"Gregory
Copeland",12/06/2021,12/07/2021
TRSH-005220-2021,Trash/Debris,Closed,"Council District
3","450 River Valley Rd, Sandy
Springs, GA 30328",17 013100030037,"Gregory
Copeland",12/06/2021,12/10/2021
TRSH-005233-2021,Trash/Debris,Closed,Council District 3,"596 Lorell Ter, Sandy Springs, GA 30328",17 007100060283,Gregory Copeland,12/08/2021,12/12/2021
TRSH-005242-2021,Trash/Debris,Closed,"Council District
3","6265 River Shore Pkwy,
Sandy Springs, GA 30328",17 013200040175,"Gregory
Copeland",12/13/2021,12/15/2021
TRSH-005271-2021,Trash/Debris,Transferred,"Council District
3","6160 River Chase Cir,
Sandy Springs, GA 30328",17 020600070322,"Gregory
Copeland",12/16/2021,NA
TRSH-005293-2021,Trash/Debris,Closed,"Council District
3","47 Long Island Pl, Sandy
Springs, GA 30328",17 012500040158,"Gregory
Copeland",12/27/2021,01/04/2022
TRSH-005319-2022,Trash/Debris,Active,"Council District
3","250 Summer Dr, Sandy
Springs, GA 30328",17 0018  LL0997,Shawn Wray,01/03/2022,NA
