"AOSNUMBER","City","County","State","Agency","Type of LEA","Summary","Type of Juris","Technology","Vendor","Link 1","Link 1 Snapshot","Link 1 Source","Link 1 Type","Link 1 Date","Link 2","Link 2 Snapshot","Link 2 Source","Link 2 Type","Link 2 Date","Link 3","Link 3 Snapshot","Link 3 Source","Link 3 Type","Link 3 Date","Other Links"
"AOS5212","Phoenix","Maricopa County","AZ","Arizona Department of Transportation","DMV","The Arizona Department of Transportation's Division of Motor Vehicles responds to external face recognition requests from law enforcement agencies and non-criminal justice agencies. A list of agency requests made during 2017 includes FBI FACE Services Unit, the Reno Police Department, the Colorado Department of Revenue, and the Rocky Mountain High-Intensity Drug Trafficking Area.","State","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","https://www.gao.gov/assets/700/699489.pdf","","Government Accountability Office","","06/04/2019","","","","","",""
"AOS5213","Little Rock","Pulaski County","AR","Arkansas Department of Finance and Administration","DMV","The Arkansas Department of Finance and Administration responds to face recognition requests from FBI’s FACE Services.","State","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","https://www.gao.gov/assets/700/699489.pdf","","Government Accountability Office","","06/04/2019","","","","","",""
"AOS5214","Pagosa Springs","Archuleta County","CO","Colorado Division of Motor Vehicles","DMV","Colorado’s Division of Motor Vehicles responds to face recognition requests from law enforcement for cases “which include national security violations, homicide, kidnapping, sexual assault, robbery, aggravated assault, threats of bodily harm, extortion or threat to injure a person, sex offenses, cruelty toward children or spouse, resisting an officer and weapons.”","State","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","https://www.gao.gov/assets/700/699489.pdf","","Government Accountability Office","","06/04/2019","","","","","",""
"AOS5215","New Castle","New Castle County","DE","Delaware Division of Motor Vehicles","DMV","Delaware’s Department of Transportation (DelDOT) responds to face recognition requests from FBI’s FACE Services. DelDOT also responds to requests from law enforcement that are sent via DIAC, the Delaware Information and Analysis Center, or that are sent with a case number.","State","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","https://www.gao.gov/assets/700/699489.pdf","","Government Accountability Office","","06/04/2019","","","","","",""
"AOS5216","Tallahassee","Leon County","FL","Florida Department of Highway Safety and Motor Vehicles","DMV","Florida’s Department of Highway Safety and Motor Vehicles has access to the oldest face recognition program in the country, Face Analysis Comparison and Examination System (FACES), which includes 19 million driver’s licence photos (as of 2015) shared with 273 partner agencies (as of 2019), including 17 federal agencies (including FBI FACE Services Unit, ICE, CBP, and IRS), as well as university police and many other state and federal agencies.","State","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","","","","","","","","","","",""
"AOS5217","Conyers","Rockdale County","GA","Georgia Department of Driver Services","DMV","According to the Deputy Director of the Georgia State Senate Research Office, Georgia’s Department of Driver’s Services uses face recognition when “requested by a law enforcement agency, including the FBI, [to search] its database on behalf of the law enforcement agency conducting a criminal investigation,” but no one outside of the Department is granted direct access to the database.","State","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","https://www.nbcnews.com/news/us-news/georgia-driver-s-license-office-sharing-information-ice-records-show-n1160601","","NBC ews","","3/18/2020","","","","","",""
"AOS5218","Springfield","Sangamon County","IL","Illinois Department of Motor Vehicles","DMV","The Illinois Department of Motor Vehicles responds to face recognition requests from FBI’s FACE Services Unit and the Illinois State Police.","State","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","https://www.gao.gov/assets/700/699489.pdf","","Government Accountability Office","","06/04/2019","","","","","",""
"AOS5219","Indianapolis","Marion County","IN","Indiana Bureau of Motor Vehicles","DMV","The Indiana Bureau of Motor Vehicles responds to face recognition requests from FBI’s FACE Services Unit.","State","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","https://www.gao.gov/assets/700/699489.pdf","","Government Accountability Office","","06/04/2019","","","","","",""
"AOS5220","Ames","Story County","IA","Iowa Department of Transportation","DMV","The Iowa Department of Transportation responds to face recognition requests from the FBI’s FACE Services.","State","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","https://www.gao.gov/assets/700/699489.pdf","","Government Accountability Office","","06/04/2019","","","","","",""
"AOS5221","Wichita","Sedgwick County","KS","Kansas Department of Revenue Division of Vehicles","DMV","The Kansas Department of Revenue’s Division of Vehicles Office of Special Investigation uses face recognition and responds to external law enforcement agency face recognition requests on a case-by-case basis.","State","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","","","","","","","","","","",""
"AOS5222","Frankfort","Franklin County","KY","Kentucky Transportation Cabinet","DMV","The Kentucky Department of Motor Vehicles responds to face recognition requests from FBI’s FACE Services Unit","State","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","https://www.gao.gov/assets/700/699489.pdf","","Government Accountability Office","","06/04/2019","","","","","",""
"AOS5223","Rumford","Oxford County","ME","Maine Bureau of Motor Vehicles","DMV","Maine’s Bureau of Motor Vehicles has stated that it will respond to face recognition inquiries from FBI and Immigration and Customs Enforcement, with the approval of the Secretary of State’s Division of Enforcement. It will also “cooperate with Maine law enforcement agencies,” as long as the request is “justified.”","State","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","","","","","","","","","","",""
"AOS5224","Glen Burnie","Anne Arundel County","MD","Maryland Motor Vehicle Administration","DMV","Maryland's Motor Vehicle Administration's face recognition database is directly accessible by the FBI. Immigration and Customs Enforcement agents can also access the database.","State","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","https://www.gao.gov/assets/700/699489.pdf","","Government Accountability Office","","06/04/2019","","","","","",""
"AOS5225","Boston","Suffolk County","MA","Massachusetts Department of Transportation","DMV","The Massachusetts Department of Transportation responds to face recognition requests from law enforcement on specific case by case queries related to criminal investigations.","State","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","","","","","","","","","","",""
"AOS5226","Dimondale","Eaton County","MI","Michigan State Police","State Police","The Michigan State Police runs the Statewide Network of Agency Photos (SNAP), a database of 4-million mug shots and 41-million driver’s license and ID photos from the Michigan Department of State. Officers can run searches from a desktop computer or a mobile device. The FBI can also request face recognition searches of at least 35.6 million driver’s license and ID photos.","State","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","https://www.gao.gov/assets/700/699489.pdf","","Government Accountability Office","","06/04/2019","","","","","",""
"AOS5227","St. Paul","Ramsey County","MN","Minnesota Department of Public Safety","State Police","Minnesota Department of Public Safety Driver and Vehicle Services uses face recognition but does not run external face recognition searches.","State","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","","","","","","","","","","",""
"AOS5228","Helena","Lewis and Clark County","MT","Montana Motor Vehicle Division","DMV","Montana’s Motor Vehicle Division uses face recognition, but as recently as 2017 did not allow state, local or federal law enforcement to access its face recognition database.","State","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","","","","","","","","","","",""
"AOS5229","Lincoln","Lancaster County","NE","Nebraska Department of Motor Vehicles","DMV","Nebraska’s Department of Motor Vehicles responds to face recognition requests from FBI’s FACE Services Unit, and offers access to some employees of the Nebraska State Patrol, the Lincoln Police Department,  and the Omaha Police Department. Nebraska will also respond to requests from federal, state, or local law enforcement involving a criminal matter or ongoing investigation.","State","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","https://www.gao.gov/assets/700/699489.pdf","","Government Accountability Office","","06/04/2019","","","","","",""
"AOS5230","Carson City","","NV","Nevada Department of Motor Vehicles","DMV","The Nevada Department of Motor Vehicles responds to face recognition requests from out of state law enforcement agencies and other criminal agencies via the Nevada Threat Analysis Center.","State","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","","","","","","","","","","",""
"AOS5231","Trenton","Mercer County","NJ","New Jersey Motor Vehicle Commission","DMV","New Jersey’s Motor Vehicle Commission responds to face recognition requests from courts or law enforcement agencies, including federal agencies and local and state police, and shares access to its photo database with the New York State Department of Motor Vehicles as part of its Interstate Fraud Prevention Initiative to prevent fraud in the Commercial Driver’s License issuing process.","State","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","","","","","","","","","","",""
"AOS5232","Santa Fe","Santa Fe County","NM","New Mexico Motor Vehicle Division","DMV","New Mexico’s Motor Vehicle Division (MVD) responds to face recognition requests from FBI’s FACE Services.","State","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","https://www.gao.gov/assets/700/699489.pdf","","Government Accountability Office","","06/04/2019","","","","","",""
"AOS5233","Albany","Albany County","NY","New York Department of Motor Vehicles","DMV","The New York State Department of Motor Vehicles uses face recognition but does “not permit any local, state or federal police department or government agency, including ICE, to access its photo database for face recognition purposes.” The DMV does have agreements to share data with the Connecticut, Maryland, and New Jersey Departments of Motor Vehicles, for the purpose of preventing fraud in the Commercial Driver’s License issuing process.","State","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","","","","","","","","","","",""
"AOS5234","Raleigh","Wake County","NC","North Carolina Division of Motor Vehicles","DMV","North Carolina’s Division of Motor Vehicles responds to face recognition requests from FBI’s FACE Services.","State","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","https://www.gao.gov/assets/700/699489.pdf","","Government Accountability Office","","06/04/2019","","","","","",""
"AOS5235","Bismarck","Burleigh County","ND","North Dakota Department of Transportation","DMV","North Dakota’s Department of Transportation uses face recogntion and shares access to its photo repository with the North Dakota Bureau of Criminal Investigation, which is the single access point for all requests from law enforcement.","State","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","https://www.gao.gov/assets/700/699489.pdf","","Government Accountability Office","","06/04/2019","","","","","",""
"AOS5236","Columbus","Franklin County","OH","Ohio Bureau of Motor Vehicles","DMV","The Ohio Bureau of Motor Vehicles (BMV) shared access to driver's license photos with law enforcement and federal government agencies for face recognition purposes until access was paused in late 2019. However, as of September 2019, the images are still shared with the Ohio Bureau of Criminal Investigation, which can search on behalf of other agencies.","State","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","","","","","","","","","","",""
"AOS5237","Salem","Polk County, Marion County","OR","Oregon Driver and Motor Vehicle Services","DMV","Oregon Driver and Motor Vehicle Services has a face recognition system, but does not allow external entities to use it.","State","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","","","","","","","","","","",""
"AOS5238","Harrisburg","Dauphin County","PA","Pennsylvania Department of Transportation","DMV","The Pennsylvania Department of Transportation shares access to its photo repository via the Pennsylvania Justice Network, which is open “to any municipal, county, state or federal law enforcement agency” in the state. A variety of federal agencies also have access, including FBI and the Department of Homeland Security.","State","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","https://www.gao.gov/assets/700/699489.pdf","","Government Accountability Office","","06/04/2019","","","","","",""
"AOS5239","Columbia","Lexington County, Richland County","SC","South Carolina Law Enforcement Division","DMV","The South Carolina Law Enforcement Division maintains a database containing driver’s license photos, mugshots, and probation photos, and responds to FBI queries to search this database. However, some local law enforcement agencies can reportedly run direct queries through a separate face recognition system.","State","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","https://www.gao.gov/assets/700/699489.pdf","","Government Accountability Office","","06/04/2019","https://cdn.muckrock.com/foia_files/2020/11/04/Facial_Recognition_MOU.pdf","","South Carolina Law Enforcement Division","","",""
"AOS5240","Pierre","Hughes County","SD","South Dakota Department of Public Safety","DMV","The South Dakota Department of Public Safety responds to face recognition requests through the South Dakota Fusion Center, which may be submitted by law enforcement and government agencies.","State","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","","","","","","","","","","",""
"AOS5241","Nashville","Davidson County","TN","Tennessee Division of Motor Vehicles","DMV","The Tennessee Division of Motor Vehicles responds to face recognition requests from FBI FACE Services Unit.","State","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","https://www.gao.gov/assets/700/699489.pdf","","Government Accountability Office","","06/04/2019","","","","","",""
"AOS5242","Austin","Travis County","TX","Texas Department of Public Safety","State Police","The Texas Department of Public Safety (DPS) maintains the Texas Department of Motor Vehicles photo repository, which includes a face recognition system established by state statute. The statute also requires that DPS use the face recognition system to aid law enforcement agencies in conducting criminal investigations. DPS also has an agreement to respond to face recognition requests from FBI’s FACE Services.","State","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","https://www.gao.gov/assets/700/699489.pdf","","Government Accountability Office","","06/04/2019","","","","","",""
"AOS5243","Salt Lake City","Salt Lake County","UT","Utah Department of Public Safety","State Police","The Utah Department of Public Safety (DPS) responds to requests from the FBI, law enforcement, and other government agencies that can provide an official case or report number in order to run face recognition queries on their repository, which consists of mugshots, corrections photos, and drivers licenses. A list of agency requests made during 2017 includes Immigration and Customs Enforcement, the Department of Homeland Security, various state Fusion Centers, state Secret Service agencies, and the United States Office of National Drug Control Policy.","State","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","https://www.gao.gov/assets/700/699489.pdf","","Government Accountability Office","","06/04/2019","","","","","",""
"AOS5244","Seattle","King County","WA","Washington Department of Licensing","DMV","The Washington State Department of Licensing (DOL) does not give external entities direct access to its face recognition system. However, DOL will run photos through face recognition for law enforcement “with a court order to determine whether the person has been issued a driver license or ID under a different name.""","State","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","","","","","","","","","","",""
"AOS5245","Washington","","DC","Washington, D.C. Department of Motor Vehicles","DMV","According to the U.S. Government Accountability Office, Washington D.C.’s Department of Motor Vehicles responds to face recognition requests from FBI FACE Services Unit.","State","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","https://www.gao.gov/assets/700/699489.pdf","","Government Accountability Office","","06/04/2019","","","","","",""
"AOS5246","Charleston","Kanawha County","WV","West Virginia Division of Motor Vehicles","DMV","The West Virginia Division of Motor Vehicles shares images with law enforcement agencies and government agencies who sign a confidentiality agreement.","State","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","","","","","","","","","","",""
"AOS5247","Madison","Dane County","WI","Wisconsin Division of Motor Vehicles","DMV","The Wisconsin Division of Motor Vehicles uses face recognition. It responds to queries from the Wisconsin Department of Justice, which includes federal and state law enforcement agency requests.","State","Face Recognition","","https://whohasyourface.eff.org/resources/","","Electronic Frontier Foundation","","03/19/2020","","","","","","","","","","",""
"AOS5320","Chino","San Bernardino County","CA","Chino Police Department","Police","The Chino Police Department began testing AFR Engine's face recognition technology in 2019 and intends to extend the program.","Municipal","Face Recognition","AFR Engine","https://www.dailybulletin.com/2020/02/14/chino-police-and-facial-recognition-technology-5-things-to-know/","","Daily Bulletin","","2/14/2020","","","","","","","","","","",""
"AOS5572","San Francisco","San Francisco County","CA","Northern California Regional Intelligence Center","Fusion Center","The Northern California Regional Intelligence Center, a fusion center, uses face recognition technology, often in support of other law enforcement entities in the San Francisco Bay Area.","Regional","Face Recognition","","https://www.sfchronicle.com/bayarea/article/Facial-recognition-tech-used-to-build-SFPD-gun-15595796.php","","San Francisco Chronicle","","9/24/2020","","","","","","","","","","",""
"AOS5828","Los Angeles","Los Angeles County","CA","Los Angeles Police Department","Police","The Los Angeles Police Department used face recognition technology more than 30,000 times between 2009 and 2020, according to an LA Times report. In January 2021, the LA Police Commission placed moderate restrictions on the program. ","Municipal","Face Recognition","DataWorks Plus","https://www.latimes.com/california/story/2020-09-21/lapd-controversial-facial-recognition-software","","Los Angeles Times","","9/21/2020","https://www.latimes.com/california/story/2021-01-12/lapd-panel-approves-new-oversight-of-facial-recognition-rejects-calls-to-end-program","","Los Angeles Times","","01/12/2020","","","","","",""
"AOS5829","Pittsburgh","Allegheny County","PA","Allegheny County District Attorney’s Office","District Attorney","The Allegheny County District Attorney’s Office began a product trial of Clearview AI face recognition software in 2020.","County","Face Recognition","Clearview AI","https://www.publicsource.org/emails-show-allegheny-county-district-attorneys-office-used-trial-of-controversial-facial-recognition-technology-clearview/","","Public Source","","07/16/2020","","","","","","","","","","",""
"AOS5830","Las Vegas","Clark County","NV","Las Vegas Metropolitan Police Department","Police","The Las Vegas Metropolitan Police Department conducted 924 facial recognition searches in 2019.","Municipal","Face Recognition","Vigilant Solutions","https://www.vice.com/en_us/article/pkyxwv/las-vegas-cops-used-unsuitable-facial-recognition-photos-to-make-arrests","","Vice News","","08/07/2020","","","","","","","","","","",""
"AOS6057","Anaheim","Orange County","CA","Anaheim Police Department","Police","The Anaheim Police Department began testing Veritone face recognition technology in 2018 and was formally approved to use the technology in 2020. ","Municipal","Face Recognition","Veritone","https://www.govtech.com/public-safety/Anaheim-Calif-Police-to-Use-Facial-Recognition-Tech.html","","GovTech","","5/7/2020","https://vimeo.com/301944924","","Veritone","","11/20/2018","https://voiceofoc.org/2020/05/anaheim-police-to-go-after-criminals-with-facial-recognition-software/","","Voice of OC","","5/5/2020",""
"AOS6130","Long Beach","Los Angeles County","CA","Long Beach Police Department","Police","The Long Beach Police Department has used multiple face recognition systems on a trial basis, but is only authorized to use Los Angeles County's LACRIS system. ","Municipal","Face Recognition","","https://checklbpd.org/wp-content/uploads/2020/11/Watch-Order-Facial-Recogntion.pdf","","City of Long Beach","","09/29/2020","https://checklbpd.org/facial-recognition-part-one/","","CheckLPBD","","11/14/2020","","","","","",""
"AOS6254","Allendale","Ottawa County","MI","Grand Valley State University Department of Public Safety","Police","The Grand Valley State University Department of Public Safety began using Avigilon video analytics technology, which includes face recognition, in 2018. ","University","Face Recognition","Avigilon","https://www.chronicle.com/article/how-a-protest-at-the-u-of-miami-reignited-the-student-surveillance-debate?cid2=gen_login_refresh&cid=gen_sign_in","","The Chronicle of Higher Education","","10/16/2020","","","","","","","","","","",""
"AOS6258","Los Angeles","Los Angeles County","CA","University of Southern California Department of Public Safety","Police","The University of Southern California confirmed the use of facial recognition technology on campus to The College Fix. ","University","Face Recognition","","https://www.thecollegefix.com/colleges-deny-using-facial-recognition-technology-after-high-profile-academics-shame-them/","","The College FIx","","03/25/2020","","","","","","","","","","",""
"AOS7234","Orange","Orange County","CA","Orange Police Department","Police","The Orange Police Department uses an automated facial recognition (AFR) system. ","Municipal","Face Recognition","","https://citydocs.cityoforange.org/OrangePD/edoc/67203/Automated%20Facial%20Recognition%20Presentation.pdf?dbid=0&repo=OrangePD","","Orange Police Department","","","https://citydocs.cityoforange.org/OrangePD/edoc/69633/Orange%20Police%20Department%20Policy%20Manual.pdf?dbid=0&repo=OrangePD","","Orange Police Department","","04/08/2021","","","","","",""
"AOS7516","Fayetteville","Cumberland County","NC","Fayetteville Police Department","Police","The Fayetteville Police Department uses Clearview AI face recognition software. ","Municipal","Face Recognition","Clearview AI","https://www.muckrock.com/foi/fayetteville-4196/foia-clearview-ai-documents-fayetteville-police-department-110634/","","Fayetteville Police Department","","4/29/2021","","","","","","","","","","",""
"AOS7520","Mont Belvieu","Liberty County, Chambers County","TX","Barber's Hill Independent School District Police Department","Police","The Barbers Hill Independent School District Board of Trustees in Texas agreed to purchase Anyvision face recognition software in 2019 to be used at 32 entrances throughout the district. ","School District","Face Recognition","Anyvision","https://archive.is/LBLCt","","Baytown Sun","","10/30/2019","","","","","","","","","","",""
"AOS7522","Laredo","Webb County","TX","Webb County Sheriff's Office","Sheriff","Webb County Sheriff's Office has acquired face recognition services from Turn-Key Mobile, Inc.","County","Face Recognition","Turn-Key Mobile, Inc.","https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwjL0JThvbjwAhUsCjQIHfUPDDkQFjAAegQIBRAD&url=https%3A%2F%2Fwww.webbcountytx.gov%2FCountyAuditor%2FFinancialTransparency%2FCheckRegister%2F2020%2F10-20.pdf&usg=AOvVaw12qGtZTD2ACpiyCr8ngFuy","","Webb County","","10/2020","","","","","","","","","","",""
"AOS7539","Texas City","Galveston County","TX","Texas City Independent School District","School District","Texas City Independent School District purchased facial recognition technology in 2019 as part of a multi-million dollar security upgrade.","Municipal","Face Recognition","","https://www.wsj.com/articles/one-school-districts-security-upgrade-facial-recognition-tracking-ids-and-ar-15s-11549202427","","The Wall Street Journal","","02/03/2019","https://www.tcisd.org/uploaded/Departments/Business_Office/Finance/Budget/2019-2020_Budget/Adopted_Budget_Required_Posting.pdf","","Texas City Independent School District","","07/12/1905","https://abc13.com/texas-city-santa-fe-school-shooting-gun-safety-shootings-sagety/4832726/","","ABC 13","","12/04/2018",""
"AOS7540","Santa Fe","Galveston County","TX","Santa Fe Independent School District","School District","Santa Fe purchased facial recognition from AnyVision in 2019.","Municipal","Face Recognition","AnyVision","https://www.securitymagazine.com/articles/91151-artificial-intelligence-bolsters-physical-security","","Security Magazine","","10/29/2019","https://themarkup.org/privacy/2021/07/06/this-manual-for-a-popular-facial-recognition-tool-shows-just-how-much-the-software-tracks-people","","The Markup","","07/06/2021","","","","","",""
"AOS7541","Houston","‎Harris County‎","TX","Harris County Sheriff's Office","Sheriff","The Harris County Sheriff's Office purchased a facial recognition system in 2002 from Imagis Technologies, Inc.","County","Face Recognition","IDEMIA","https://www.vision-systems.com/boards-software/article/16741653/imagis-technologies-biometric-facialrecognition-technology-used-by-texas-sheriffs-department","","VisionSystemsDesign","","05/14/2002","https://www.muckrock.com/foi/harris-county-393/facial-recognition-software-and-marketing-audience-submission-january-2020-harris-county-sheriff-85343/#file-947282","","Harris County Sheriff's Office","","05/21/2020","","","","","",""
"AOS7542","Plano","Collin County","TX","Plano Police Department","Police","The Plano Police Department purchased facial recognition technology from Vigilant Solutions in 2019 for $44,485.","Municipal","Face Recognition","Vigilant Solutions","https://www.muckrock.com/foi/plano-2954/facial-recognition-software-and-marketing-february-2019-plano-police-department-69573/#file-794921","","Plano Police Department","","07/11/1905","","","","","","","","","","",""
"AOS7685","Indianapolis","Marion County","IN","Indianapolis Metropolitan Police Department","Police","In November of 2016, the Indianapolis Metropolitan Police Department paid $101,370 for a Vigilant Solutions automated license plate reader system that included Facesearch hosted facial recognition. ","Municipal","Face Recognition","Vigilant Solutions","https://www.muckrock.com/foi/indianapolis-160/facial-recognition-systems-indianapolis-metropolitan-police-department-35579/#file-143474","","Indianapolis Police Department","","11/30/2016","","","","","","","","","","",""
"AOS8082","Orange","Essex County","NJ","South Orange Police Department","Police","The South Orange Police Department announced in May 2021 that it would install 50-70 new cameras equipped with face recognition.","Municipal","Face Recognition","Verkada","https://www.thesetonian.com/article/2021/05/sopd-to-expand-surveillance-network-adding-dozens-of-facial-recognition-cameras","","The Setonian","","5/6/2021","","","","","","","","","","",""
"AOS8515","Inkster","Wayne County","MI","22nd District Court","Court","The 22nd District Court has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Judicial District","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8516","Adrian","Lenawee County","MI","Adrian Police Department","Police","The Adrian Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8517","Adrian Township","Lenawee County","MI","Adrian Township Police Department","Police","The Adrian Township Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8518","Albion","Calhoun County","MI","Albion Department Of Public Safety","Police","The Albion Department Of Public Safety has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8519","Harrisville","Alcona County","MI","Alcona County Sheriff's Office","Sheriff","The Alcona County Sheriff's Office has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","County","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8520","Munising","Alger County","MI","Alger County Sheriff's Office","Sheriff","The Alger County Sheriff's Office has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","County","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8521","Allegan","Allegan County","MI","Allegan County Sheriff's Office","Sheriff","The Allegan County Sheriff's Office has mobile and desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","County","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8522","Allegan","Allegan County","MI","Allegan Police Department","Police","The Allegan Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
